Frame count,Track ID,posy,posz,vely,velz,accy,accz,pointy0,pointz0,snr0,pointy1,pointz1,snr1,pointy2,pointz2,snr2,pointy3,pointz3,snr3,pointy4,pointz4,snr4,pointy5,pointz5,snr5,pointy6,pointz6,snr6,pointy7,pointz7,snr7,pointy8,pointz8,snr8,pointy9,pointz9,snr9,pointy10,pointz10,snr10,pointy11,pointz11,snr11,pointy12,pointz12,snr12,pointy13,pointz13,snr13,pointy14,pointz14,snr14,pointy15,pointz15,snr15,pointy16,pointz16,snr16,pointy17,pointz17,snr17,pointy18,pointz18,snr18,pointy19,pointz19,snr19,pointy20,pointz20,snr20,pointy21,pointz21,snr21,pointy22,pointz22,snr22,pointy23,pointz23,snr23,pointy24,pointz24,snr24,pointy25,pointz25,snr25,pointy26,pointz26,snr26,pointy27,pointz27,snr27,pointy28,pointz28,snr28,pointy29,pointz29,snr29,pointy30,pointz30,snr30,pointy31,pointz31,snr31,pointy32,pointz32,snr32,pointy33,pointz33,snr33,pointy34,pointz34,snr34,pointy35,pointz35,snr35,pointy36,pointz36,snr36,pointy37,pointz37,snr37,pointy38,pointz38,snr38,pointy39,pointz39,snr39,pointy40,pointz40,snr40,pointy41,pointz41,snr41,pointy42,pointz42,snr42,pointy43,pointz43,snr43,pointy44,pointz44,snr44,pointy45,pointz45,snr45,pointy46,pointz46,snr46,pointy47,pointz47,snr47,pointy48,pointz48,snr48,pointy49,pointz49,snr49
5,0,2.64,0.29,0.19,0.02,0.0,0.0,2.73,0.16,15.5,2.56,0.38,14.0,2.63,0.33,23.0,2.65,0.28,23.75,2.94,-1.14,13.0,3.1,-1.09,14.0,2.56,0.36,15.75,2.61,0.35,25.0,2.63,0.34,27.0,2.7,0.36,18.25
6,0,2.66,0.29,0.19,0.0,0.0,-0.0,2.75,0.04,14.75,2.64,0.24,21.75,2.66,0.22,22.25,3.01,-0.95,14.0,3.17,-0.94,15.5,3.36,-0.74,13.5
7,0,2.68,0.25,0.22,-0.18,0.0,-0.04,3.13,-0.91,14.25,2.95,-0.6,13.75,2.6,-0.03,15.0,2.68,0.01,25.75,2.7,0.02,28.0,2.76,-0.02,22.25,3.13,-0.97,17.75,2.99,-0.8,16.25,3.3,-0.86,14.25
8,0,2.71,0.23,0.21,-0.2,-0.0,-0.04,3.09,-1.16,13.75,2.6,0.22,20.75,2.66,0.21,31.5,2.67,0.2,33.25,2.71,0.19,25.75,2.95,-1.09,19.0,2.73,0.26,23.5,2.57,0.37,22.25,2.63,0.33,31.0,2.65,0.3,31.5
9,0,2.72,0.23,0.18,-0.15,-0.05,-0.03,2.58,0.32,19.25,2.64,0.29,29.25,2.65,0.27,30.25,2.7,0.29,22.0,2.74,0.25,23.75,2.58,0.33,21.5,2.64,0.3,30.5,2.66,0.26,31.0
10,0,2.74,0.2,0.18,-0.19,-0.04,-0.04,3.09,-1.09,13.5,2.67,0.17,20.0,2.71,0.12,22.75,2.77,0.14,17.5,2.97,-1.13,20.5,3.05,-1.16,22.0,3.18,-1.09,17.0,2.65,0.24,30.25,2.59,0.3,21.0
11,0,2.74,0.26,0.14,-0.03,-0.07,0.06,2.55,0.31,12.75,2.62,0.39,21.25,2.64,0.47,22.5,2.7,0.55,15.5,3.39,-1.04,12.5,2.6,0.24,20.75,2.66,0.22,30.75,2.67,0.2,31.75,2.74,0.2,24.25
12,0,2.75,0.28,0.14,0.01,-0.06,0.08,2.71,0.44,12.25,2.94,-1.17,20.25,3.19,-1.1,17.75,3.41,-1.0,12.5,2.6,0.23,20.75,2.66,0.21,30.75,2.67,0.18,32.0,2.74,0.15,24.5
13,0,2.77,0.23,0.14,-0.07,-0.04,0.02,2.69,-0.01,17.75,2.65,0.14,16.5,3.04,-1.2,22.75,3.17,-1.1,18.0,2.6,0.22,20.0,2.67,0.18,30.25,2.68,0.16,31.5,2.74,0.14,24.25
14,0,2.74,0.23,0.0,-0.05,-0.25,0.02,2.7,0.21,22.5,2.75,0.13,17.0,2.55,0.37,12.0,2.65,0.3,20.75,2.91,-1.24,20.75,3.0,-1.27,22.25,3.12,-1.21,17.0,2.6,0.23,20.25,2.67,0.19,30.5,2.68,0.17,32.0
15,0,2.74,0.23,0.0,0.0,0.0,0.0,3.13,-1.19,17.5,2.59,0.25,19.75
16,0,2.72,0.25,-0.05,0.04,-0.06,0.04,2.64,0.35,13.0,2.67,0.33,14.25
17,0,2.72,0.25,-0.05,0.04,-0.06,0.04,2.57,0.3,15.75
18,0,2.72,0.25,-0.05,0.04,-0.06,0.04,2.92,-1.23,16.5,3.02,-1.21,19.25,3.06,-1.34,13.5,2.68,0.15,26.0,2.76,0.11,19.5,2.55,0.35,17.5,2.64,0.26,25.25
19,0,2.72,0.25,-0.05,0.04,-0.06,0.04,2.93,-1.23,16.5,3.04,-1.18,19.0,3.12,-1.21,14.0,2.71,0.05,24.0,2.65,0.2,22.25,2.77,0.1,18.5,2.54,0.37,15.5
20,0,2.72,0.25,-0.05,0.04,-0.06,0.04,2.93,-1.25,16.75,3.01,-1.21,19.25,3.06,-1.34,12.75,2.7,0.08,23.5,2.65,0.19,22.0,2.78,0.18,18.25,2.54,0.34,15.5
