Session_ID,Recording_Number,Sequence_Number,Frame_count,Track ID,posy,posz,vely,velz,accy,accz,pointy0,pointz0,snr0,pointy1,pointz1,snr1,pointy2,pointz2,snr2,pointy3,pointz3,snr3,pointy4,pointz4,snr4,pointy5,pointz5,snr5,pointy6,pointz6,snr6,pointy7,pointz7,snr7,pointy8,pointz8,snr8,pointy9,pointz9,snr9,pointy10,pointz10,snr10,pointy11,pointz11,snr11,pointy12,pointz12,snr12,pointy13,pointz13,snr13,pointy14,pointz14,snr14,pointy15,pointz15,snr15,pointy16,pointz16,snr16,pointy17,pointz17,snr17,pointy18,pointz18,snr18,pointy19,pointz19,snr19,pointy20,pointz20,snr20,pointy21,pointz21,snr21,pointy22,pointz22,snr22,pointy23,pointz23,snr23,pointy24,pointz24,snr24,pointy25,pointz25,snr25,pointy26,pointz26,snr26,pointy27,pointz27,snr27,pointy28,pointz28,snr28,pointy29,pointz29,snr29,pointy30,pointz30,snr30,pointy31,pointz31,snr31,pointy32,pointz32,snr32,pointy33,pointz33,snr33,pointy34,pointz34,snr34,pointy35,pointz35,snr35,pointy36,pointz36,snr36,pointy37,pointz37,snr37,pointy38,pointz38,snr38,pointy39,pointz39,snr39,pointy40,pointz40,snr40,pointy41,pointz41,snr41,pointy42,pointz42,snr42,pointy43,pointz43,snr43,pointy44,pointz44,snr44,pointy45,pointz45,snr45,pointy46,pointz46,snr46,pointy47,pointz47,snr47,pointy48,pointz48,snr48,pointy49,pointz49,snr49
161932,1,1,11,0,2.79,0.31,0.23,-0.26,0.13,-0.03,3.72,-1.55,5.5,3.17,-1.17,11.25,3.47,-0.84,5.5,3.99,-0.57,4.75,3.14,-0.22,15.75,2.82,0.07,18.25,2.96,-0.03,21.5,3.05,-0.05,21.75,2.67,0.18,14.75,2.54,0.24,7.0,3.77,-1.02,13.25,3.9,-1.01,12.75,3.3,-0.65,9.75,3.11,-0.48,15.0,2.92,0.01,23.0,2.64,0.23,10.25,2.75,0.17,27.75,2.78,0.17,34.25,3.45,2.07,8.0
161932,1,2,12,0,2.84,0.22,0.33,-0.46,0.26,-0.08,3.24,-1.12,10.0,3.45,-0.99,8.0,3.08,-0.12,20.75,3.0,-0.05,18.25,3.15,0.01,16.25,2.53,0.09,8.0,2.61,0.11,14.25,2.78,0.13,13.5,3.73,-1.02,13.25,3.33,-0.71,12.0,3.62,-0.6,10.0,3.13,-0.49,15.75,2.64,0.14,11.0,2.75,0.15,27.5
161932,1,3,13,0,2.89,0.1,0.43,-0.68,0.35,-0.17,3.21,-1.05,9.25,3.08,-0.1,19.75,3.18,-0.1,17.0,3.34,-0.11,9.75,3.55,-0.32,5.75,2.7,0.06,11.75,2.82,0.06,16.25,2.96,-0.09,19.5,3.31,-0.76,12.25,3.71,-1.07,13.25,3.58,-0.8,10.75,3.14,-0.44,16.5
161932,1,4,14,0,2.93,-0.04,0.4,-0.87,0.11,-0.26,3.24,-1.35,13.25,3.42,-1.09,13.5,3.55,-1.07,6.0,3.07,-0.1,11.5,3.15,-0.15,17.75,3.06,-0.1,11.5,3.19,0.02,16.75,3.3,-0.89,15.5,3.51,-0.91,12.5,3.91,-0.98,11.5,3.4,2.16,7.5
161932,1,5,15,0,2.97,-0.22,0.33,-1.07,-0.14,-0.35,3.43,-0.88,20.5,3.44,-0.89,19.75,3.52,-0.95,9.75,3.35,-0.61,13.75,2.99,0.06,14.0,2.89,0.11,6.5,3.07,0.1,14.25,3.46,-0.9,19.0,3.89,-1.04,10.75
161932,1,6,16,0,3.0,-0.35,0.23,-1.13,-0.38,-0.32,3.42,-0.92,15.75,3.55,-0.93,7.0,3.38,-0.69,19.0,3.34,-0.37,18.5,3.24,-0.29,12.0,2.81,0.08,5.25,3.0,-0.01,5.25,3.41,-0.81,22.0,3.43,-0.92,20.25
161932,1,7,17,0,3.02,-0.45,0.17,-1.12,-0.46,-0.25,3.46,-0.87,4.5,3.28,-0.58,8.25,3.38,-0.6,9.25,3.14,-0.34,6.25,3.0,0.02,5.0,3.11,2.56,5.0
161932,1,8,18,0,3.04,-0.49,0.1,-0.97,-0.52,-0.04,3.12,-0.13,5.75,3.24,0.02,4.5,3.66,-1.68,5.75
161932,1,9,19,0,3.04,-0.42,0.0,-0.62,-0.62,0.36,3.08,-0.27,12.0,3.23,-0.3,10.5,3.38,-0.13,7.5,2.88,0.09,6.5,2.98,-0.02,12.25,3.71,-1.58,4.75,3.1,-0.23,22.5
161932,1,10,20,0,3.05,-0.34,-0.05,-0.28,-0.63,0.67,2.9,-0.06,4.25,3.06,0.0,13.0,3.12,-0.01,16.75,3.19,-0.04,14.0,3.33,-0.1,6.75,3.73,-1.52,5.5
161940,2,1,55,0,3.03,-0.3,0.26,-0.36,0.27,-0.33,3.4,-0.93,10.25,3.29,-0.74,15.75,3.15,-0.33,20.0,3.21,-0.46,19.75,2.88,-0.14,7.25,3.05,-0.22,14.0,3.48,-1.4,10.75,3.4,-1.09,15.25,3.31,-0.83,18.25,2.57,0.28,9.25,3.51,1.39,5.5
161940,2,2,56,0,3.07,-0.36,0.28,-0.43,0.25,-0.36,3.22,-0.78,15.5,3.31,-0.97,17.5,3.36,-0.99,12.5,2.91,-0.11,9.75,3.0,-0.03,18.75,3.05,-0.02,18.25,3.45,-1.4,11.5,3.4,-1.04,16.75,3.05,-0.24,23.25,2.55,0.23,8.5,2.7,0.15,18.0,3.7,1.59,4.5
161940,2,3,57,0,3.1,-0.51,0.25,-0.63,0.14,-0.5,3.11,-1.38,10.25,3.21,-1.4,15.25,3.3,-1.33,12.75,3.42,-1.44,6.0,3.3,-0.15,9.75,2.81,0.03,5.5,3.14,0.03,9.5,2.95,0.2,7.5,3.44,-1.43,11.5,3.41,-1.01,16.25,3.07,-0.29,23.5,2.7,0.17,17.75,2.8,0.09,22.5,2.55,0.24,8.25
161940,2,4,58,0,3.14,-0.56,0.25,-0.65,0.09,-0.46,3.41,-1.05,10.0,3.49,-0.88,11.5,3.66,-0.61,4.25,2.99,-0.22,8.5,3.05,-0.03,9.75,3.46,-1.39,12.5,3.77,-1.42,6.5,3.09,-0.35,23.75,2.55,0.15,6.25,2.71,0.12,15.25
161940,2,5,59,0,3.16,-0.5,0.25,-0.48,0.08,-0.27,2.93,-0.04,4.5,3.05,-0.02,14.5,3.08,-0.05,17.5,3.13,-0.08,12.25,3.46,-1.4,12.25,3.75,-1.47,6.0,2.54,0.06,6.0,2.7,0.04,14.0,2.83,0.03,19.25
161940,2,6,60,0,3.17,-0.48,0.22,-0.38,0.0,-0.15,2.97,-0.1,5.75,3.07,0.06,5.75,3.51,-1.23,11.5,2.7,0.01,13.25,2.84,-0.02,18.0
161948,3,1,92,0,2.94,-0.01,0.11,-0.55,0.02,-0.62,3.75,-0.85,4.25,3.91,-0.97,4.0,3.75,-0.85,4.25,2.84,-0.42,15.0,2.95,-0.38,20.5,3.62,-0.55,4.25,3.01,-0.23,20.25,3.13,-0.04,13.25,2.5,0.17,5.5,2.64,0.19,9.75,3.8,-0.79,9.5,3.94,-0.82,10.25,2.82,0.36,25.25,2.56,0.51,5.0,2.71,0.49,19.25,2.77,0.46,26.0,3.5,1.6,6.25,3.53,1.93,6.25
161948,3,2,93,0,2.95,-0.08,0.07,-0.64,-0.05,-0.64,3.22,-1.14,9.0,3.51,-0.75,5.75,3.17,-0.27,12.0,3.0,-0.09,13.25,3.09,-0.03,16.75,2.5,0.14,7.25,2.59,0.16,11.75,2.75,0.14,10.5,3.21,-0.94,14.0,3.93,-0.87,9.25,3.57,-0.39,8.0,2.56,0.16,11.0,2.66,0.38,19.0,2.71,0.58,23.25,2.81,0.5,21.75
161948,3,3,94,0,2.97,-0.2,0.07,-0.79,-0.05,-0.72,3.24,-0.91,13.0,3.42,-0.9,6.5,3.18,-0.65,17.0,3.1,-0.21,17.75,2.67,-0.01,11.25,2.79,-0.04,14.25,2.95,-0.08,16.25,3.11,-0.86,18.25,3.49,-0.8,7.0,3.93,-0.89,8.5,3.54,-0.55,7.0,2.91,0.03,21.0,2.55,0.15,10.75,2.65,0.41,18.0,2.71,0.54,22.0
