-0.06,-0.04,0.01,-0.04,0.01,-0.06999999999999984,-0.04,17.25,0.020000000000000018,-0.01,24.0,0.0,-0.0,24.5,-0.020000000000000018,-0.23,8.0,0.06999999999999984,-0.14,8.0,0.10000000000000009,-0.05,14.75
-0.06,-0.03,0.03,-0.04,0.02,-0.020000000000000018,-0.01,8.5,0.0,0.0,24.25,0.040000000000000036,0.05,7.75,0.3500000000000001,-1.03,4.5,0.10000000000000009,-0.08,15.5,-0.08999999999999986,-0.06,17.25
-0.31,-0.02,-0.04,-0.01,-0.03,0.16999999999999993,-0.05,4.5,0.009999999999999787,-0.05,23.5,-0.08000000000000007,-0.03,15.75,-0.33999999999999986,-0.53,7.75,-0.3999999999999999,-0.46,5.0,-0.18999999999999995,-0.46,7.75
-0.11,-0.01,-0.06,-0.0,-0.05,0.0900000000000003,-0.5,17.0,0.08000000000000007,-0.33,6.5,-0.040000000000000036,-0.17,6.0,0.20999999999999996,-1.44,10.5,-0.3999999999999999,-1.06,4.25,0.18000000000000016,-0.77,5.0
-0.11,0.0,0.0,0.0,0.0,0.0900000000000003,-0.72,16.0,0.03000000000000025,-0.11,23.5,0.010000000000000231,-0.01,23.5,0.30000000000000027,-1.18,11.5,-0.2799999999999998,-0.84,16.0,-0.43999999999999995,-0.78,14.5
-0.1,-0.01,0.03,-0.02,0.03,0.020000000000000018,-0.02,23.75,-0.010000000000000231,0.07,4.5,0.08000000000000007,0.07,4.75,0.33999999999999986,-1.1,11.25,-0.41999999999999993,-0.77,14.5,-0.25,-0.76,16.5
-0.03,-0.04,0.06,-0.07,0.05,0.020000000000000018,-0.09,26.25,-0.06999999999999984,-0.08,19.25,0.0,-0.03,26.75,0.33999999999999986,-1.07,10.25,-0.3799999999999999,-0.79,10.5,0.10999999999999988,-0.4,17.5
-0.03,-0.04,0.06,-0.07,0.05,0.029999999999999805,-0.08,26.25,-0.08000000000000007,-0.03,19.0,0.0,-0.02,26.5,0.3799999999999999,-0.91,9.5,-0.3599999999999999,-0.7,11.0,0.10999999999999988,-0.24,17.75
-0.0,-0.03,0.11,-0.05,0.09,0.010000000000000231,-0.06,26.5,-0.06999999999999984,0.0,17.25,-0.07999999999999963,0.41,4.0,0.25,-1.32,7.75,-0.31999999999999984,-0.48,7.25,0.010000000000000231,-0.09,26.5
-0.05,-0.03,0.04,-0.04,0.03,0.020000000000000018,-0.09,25.5,0.009999999999999787,-0.07,26.0,-0.06000000000000005,-0.02,16.75,0.29000000000000004,-1.24,6.25,-0.31000000000000005,-0.69,4.0,-0.3500000000000001,-0.58,8.75
-0.05,-0.02,0.04,-0.02,0.03,0.0,-0.07,24.0,0.020000000000000018,-0.06,23.25,-0.040000000000000036,-0.05,4.0,0.3599999999999999,-1.02,7.0,-0.16999999999999993,-0.46,16.75,0.10999999999999988,-0.24,13.75
-0.05,-0.03,0.13,-0.07,0.13,-0.020000000000000018,-0.14,24.75,0.08999999999999986,0.1,5.75,-0.04999999999999982,0.38,5.5,0.33999999999999986,-1.09,10.5,-0.3799999999999999,-0.71,17.0,-0.4900000000000002,-0.63,7.75
-0.05,-0.03,0.13,-0.07,0.13,-0.2200000000000002,-0.54,21.75,0.029999999999999805,-0.17,24.0,-0.040000000000000036,-0.16,25.0,0.2999999999999998,-1.23,13.25,0.08999999999999986,-0.83,17.5,-0.3799999999999999,-0.71,17.75
-0.04,-0.02,0.14,-0.04,0.13,0.020000000000000018,-0.08,11.75,-0.10999999999999988,0.04,6.25,0.16000000000000014,0.25,4.0,0.31999999999999984,-1.15,13.75,-0.3799999999999999,-0.72,18.5,-0.2200000000000002,-0.62,22.25
-0.07,-0.04,0.01,-0.05,0.01,0.10999999999999988,-0.07,15.25,0.029999999999999805,-0.01,24.25,0.009999999999999787,0.02,24.25,0.27,-1.3,9.5,-0.3599999999999999,-0.63,10.25,-0.08999999999999986,-0.25,4.0
-0.07,-0.04,0.01,-0.05,0.01,-0.08999999999999986,-0.19,17.5,0.009999999999999787,-0.05,25.75,0.020000000000000018,-0.05,25.25,0.25,-1.36,12.25,-0.41000000000000014,-0.83,11.5,0.1200000000000001,-0.21,16.0
-0.06,-0.02,0.01,-0.01,0.01,0.009999999999999787,-0.03,24.75,0.029999999999999805,-0.03,24.25,-0.14000000000000012,0.05,5.25,0.23999999999999977,-1.38,11.0,-0.41999999999999993,-0.86,11.75,0.1200000000000001,-0.22,15.25
-0.08,-0.02,-0.01,-0.01,-0.01,-0.020000000000000018,-0.1,25.25,0.06000000000000005,-0.04,5.75,-0.03000000000000025,-0.03,6.25,-0.3799999999999999,-0.75,13.75,0.1200000000000001,-0.64,17.25,-0.1499999999999999,-0.38,19.5
-0.08,0.0,-0.0,0.03,-0.0,0.029999999999999805,-0.1,13.5,0.009999999999999787,-0.09,14.5,-0.10000000000000009,0.05,6.75,0.25,-1.36,10.0,-0.41999999999999993,-0.82,15.5,-0.16000000000000014,-0.49,18.75
0.02,0.01,-0.08,0.02,-0.08,-0.03000000000000025,-0.03,11.25,-0.1299999999999999,-0.02,5.0,-0.010000000000000231,-0.02,26.75,0.29000000000000004,-1.18,12.25,0.08999999999999986,-0.49,18.5,-0.10000000000000009,-0.11,19.25
-0.0,-0.01,-0.12,-0.01,-0.11,-0.45999999999999996,-0.67,6.25,-0.18999999999999995,-0.61,4.25,-0.10999999999999988,-0.23,21.75,0.30000000000000027,-1.17,14.0,-0.3899999999999997,-0.82,14.25,-0.3799999999999999,-0.81,6.25
-0.01,-0.03,-0.15,-0.05,-0.13,-0.10999999999999988,-0.11,19.75,-0.040000000000000036,-0.11,8.25,-0.19999999999999973,0.32,4.25,-0.3999999999999999,-0.78,14.25,0.03000000000000025,-0.35,7.25,-0.040000000000000036,-0.11,8.25
-0.07,-0.03,0.09,-0.05,0.09,0.020000000000000018,0.07,12.25,0.029999999999999805,0.08,13.0,-0.18999999999999995,0.7,4.0,0.33999999999999986,-1.09,11.5,0.3500000000000001,-1.03,5.25,-0.27,-0.79,18.0
-0.07,-0.04,0.08,-0.08,0.08,0.0,-0.16,11.75,0.029999999999999805,-0.15,26.0,0.029999999999999805,-0.06,10.5,0.2999999999999998,-1.21,12.0,-0.41000000000000014,-0.85,14.25,0.10000000000000009,-0.56,17.75
-0.07,-0.06,0.09,-0.12,0.09,-0.020000000000000018,-0.09,10.75,0.0,-0.08,25.25,-0.14000000000000012,0.08,5.25,0.3500000000000001,-1.04,10.75,-0.3799999999999999,-0.73,15.5,0.10999999999999988,-0.52,18.25
-0.05,-0.04,0.13,-0.08,0.12,0.06999999999999984,0.1,10.75,0.040000000000000036,0.21,9.5,0.16999999999999993,0.24,4.75,0.3500000000000001,-1.05,10.5,-0.41999999999999993,-0.86,16.5,-0.5,-0.68,6.75
-0.25,0.06,-0.33,0.07,-0.19,-0.10999999999999988,-0.05,19.5,-0.020000000000000018,-0.05,25.5,-0.08999999999999986,0.25,4.75,0.3700000000000001,-0.94,8.0,0.10000000000000009,-0.33,17.25,0.020000000000000018,-0.11,24.75
-0.38,0.02,-0.16,0.03,-0.13,0.0,-0.08,23.5,-0.040000000000000036,-0.05,24.25,-0.10999999999999988,-0.02,18.5,0.0900000000000003,-0.99,4.25,0.020000000000000018,-0.72,5.0,0.0900000000000003,-0.38,15.75
-0.33,-0.04,-0.08,-0.07,-0.06,0.009999999999999787,-0.05,23.5,-0.18000000000000016,-0.03,9.25,-0.06999999999999984,-0.03,16.0,0.23999999999999977,-1.38,4.5,0.3500000000000001,-1.05,8.25,0.20999999999999996,-0.47,7.0
-0.0,-0.01,0.04,-0.04,0.03,-0.009999999999999787,-0.06,7.25,-0.020000000000000018,-0.02,21.5,0.06000000000000005,0.03,6.25,0.4200000000000004,-0.79,4.5,0.0900000000000003,-0.14,19.5,-0.18999999999999995,-0.11,4.75
-0.0,-0.02,0.04,-0.06,0.03,0.010000000000000231,-0.04,11.5,-0.020000000000000018,-0.02,21.75,-0.11999999999999966,0.31,5.0,0.4200000000000004,-0.81,4.0,0.1900000000000004,-0.29,4.0,0.0900000000000003,-0.14,19.5
0.08,0.02,0.04,0.02,0.04,0.020000000000000018,-0.12,25.5,0.08999999999999986,-0.07,4.0,0.0,-0.06,25.5,0.2999999999999998,-1.14,11.25,-0.3799999999999999,-0.57,12.5,0.10000000000000009,-0.45,17.75
-0.33,-0.03,-0.07,-0.02,-0.05,0.14000000000000012,-0.2,16.0,0.010000000000000231,-0.07,23.75,0.050000000000000266,-0.07,23.5,0.3500000000000001,-1.1,7.75,-0.31999999999999984,-0.58,7.75,-0.2599999999999998,-0.46,4.25
0.01,0.0,0.0,0.0,0.0,0.029999999999999805,-0.06,30.0,0.020000000000000018,-0.05,31.0,-0.020000000000000018,-0.03,23.25,0.3700000000000001,-1.03,5.25,-0.18000000000000016,-0.22,7.0,0.10000000000000009,-0.09,20.0
0.01,0.01,-0.0,0.01,-0.0,0.010000000000000231,-0.04,31.5,-0.029999999999999805,-0.03,23.75,-0.020000000000000018,0.0,4.0,0.3700000000000001,-1.01,6.0,-0.17999999999999972,-0.14,7.0,0.0900000000000003,-0.09,20.5
0.0,0.02,-0.01,0.04,-0.01,0.010000000000000231,-0.05,31.5,-0.029999999999999805,-0.04,23.75,-0.009999999999999787,0.03,6.75,0.3500000000000001,-1.08,6.0,0.07000000000000028,-0.17,6.0,-0.17999999999999972,-0.1,7.5
0.02,-0.01,0.01,-0.01,0.01,-0.020000000000000018,0.1,12.75,-0.10999999999999988,0.1,7.5,0.020000000000000018,0.11,10.0,0.3700000000000001,-1.03,7.0,-0.2400000000000002,-0.57,8.5,0.10000000000000009,-0.08,19.75
0.0,-0.03,0.05,-0.06,0.04,-0.010000000000000231,-0.01,23.5,0.0,0.03,4.25,0.10999999999999988,0.3,4.25,0.4700000000000002,-0.57,5.75,-0.20999999999999996,-0.45,6.0,0.10000000000000009,-0.07,21.5
0.0,-0.02,0.05,-0.05,0.04,0.029999999999999805,-0.04,32.0,0.029999999999999805,-0.04,32.75,-0.010000000000000231,-0.0,24.25,0.4500000000000002,-0.7,6.25,-0.18999999999999995,-0.35,5.5,-0.020000000000000018,-0.05,4.0
-0.09,-0.0,-0.16,-0.01,-0.13,-0.04999999999999982,0.02,12.25,-0.04999999999999982,0.02,22.75,0.040000000000000036,0.12,9.25,0.33000000000000007,-1.19,4.75,0.029999999999999805,-0.04,28.75,0.10000000000000009,-0.02,18.5
-0.19,0.02,-0.34,0.03,-0.27,-0.21999999999999975,-0.09,4.75,0.03000000000000025,-0.06,28.0,0.0,-0.02,29.0,0.3500000000000001,-1.09,6.75,0.16000000000000014,-0.93,4.5,0.0900000000000003,-0.65,5.0
-0.35,0.27,1.39,0.11,1.09,0.010000000000000231,-0.07,26.0,0.020000000000000018,-0.07,24.75,0.13000000000000034,-0.07,14.5,0.41000000000000014,-0.84,10.0,-0.05999999999999961,-0.18,6.25,0.07000000000000028,-0.1,17.0
0.06,-0.01,-0.03,-0.02,-0.03,0.020000000000000018,-0.07,22.5,-0.040000000000000036,-0.01,13.75,-0.06000000000000005,0.0,5.75,0.3700000000000001,-0.98,10.75,0.1499999999999999,-0.37,15.25,0.04999999999999982,-0.13,22.25
0.05,-0.03,-0.05,-0.05,-0.04,-0.029999999999999805,-0.14,8.25,0.06000000000000005,-0.11,6.0,-0.13999999999999968,0.12,4.0,0.3700000000000001,-0.99,10.5,0.14000000000000012,-0.36,15.25,0.020000000000000018,-0.18,24.25
-0.27,-0.01,-0.61,0.0,-0.52,-0.27,-0.48,8.0,-0.10999999999999988,-0.43,17.5,0.15000000000000036,-0.29,12.0,-0.20999999999999996,-1.0,6.5,-0.05999999999999961,-0.97,4.25,-0.2899999999999996,-0.88,4.75
0.14,0.01,0.91,-0.22,0.16,-0.020000000000000018,-0.12,24.5,0.0900000000000003,-0.0,16.25,0.10000000000000009,0.01,8.25,0.38000000000000034,-0.67,11.75,-0.06000000000000005,-0.23,16.75,-0.029999999999999805,-0.22,16.0
0.1,-0.02,0.68,-0.23,-0.05,-0.06000000000000005,-0.2,17.0,-0.11999999999999966,-0.11,10.0,0.0900000000000003,-0.03,16.25,0.38000000000000034,-0.71,11.25,0.07000000000000028,-0.44,7.75,-0.040000000000000036,-0.27,15.75
0.13,-0.03,0.51,-0.2,-0.17,0.18999999999999995,0.12,4.0,0.17999999999999972,0.12,4.25,-0.06000000000000005,0.12,5.5,0.3700000000000001,-0.69,10.5,-0.31000000000000005,-0.34,6.0,0.08000000000000007,-0.13,15.5
0.16,-0.02,0.47,-0.16,-0.18,-0.06000000000000005,-0.11,25.0,0.0,0.09,6.0,-0.10000000000000009,0.12,6.25,0.3400000000000003,-0.78,9.5,-0.33999999999999986,-0.41,6.5,-0.040000000000000036,-0.11,24.75
-0.03,0.05,0.08,0.05,0.06,0.1200000000000001,-0.02,7.5,0.06000000000000005,-0.0,26.5,0.1299999999999999,0.07,16.25,0.41999999999999993,-0.94,7.5,-0.020000000000000018,-0.07,19.25,0.040000000000000036,-0.06,7.0
-0.03,0.05,0.08,0.05,0.06,0.040000000000000036,-0.03,26.75,0.04999999999999982,-0.01,26.0,0.1299999999999999,0.05,15.75,0.41999999999999993,-0.94,6.5,-0.2400000000000002,-0.53,7.5,-0.020000000000000018,-0.06,19.25
-0.07,-0.04,0.05,-0.07,0.04,0.009999999999999787,-0.0,17.5,-0.010000000000000231,0.02,18.0,-0.08999999999999986,0.13,10.0,0.2599999999999998,-1.29,13.75,0.08999999999999986,-0.38,21.5,0.10999999999999988,-0.14,9.0
-0.06,-0.02,0.06,-0.02,0.04,-0.04999999999999982,-0.03,7.75,-0.09999999999999964,-0.01,20.75,-0.020000000000000018,-0.01,29.0,0.2200000000000002,-1.35,12.0,-0.41999999999999993,-0.76,13.75,0.07000000000000028,-0.31,20.5
